STATES/Uts,CRIME TYPE,CASES,YEAR,,,
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,37,2009,,,
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,40,2009,,,
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,9,2009,,,
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,23,2009,,,
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,41,2009,,,
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,90,2009,,,
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,5,2009,,,
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,6,2009,,,
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,1,2009,,,
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,329,2009,,,
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,314,2009,,,
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,19,2009,,,
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,271,2009,,,
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,0,2009,,,
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,1,2009,,,
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,1,2009,,,
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,3,2009,,,
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,14,2009,,,
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,59,2009,,,
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,62,2009,,,
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,1,2009,,,
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,716,2009,,,
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,0,2009,,,
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,39,2009,,,
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,6,2009,,,
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,63,2009,,,
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,1,2009,,,
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,4,2009,,,
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,0,2009,,,
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,4,2009,,,
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,27,2009,,,
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,0,2009,,,
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,9,2009,,,
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2474,2009,,,
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,704,2009,,,
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2009,,,
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2009,,,
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2,2009,,,
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2009,,,
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,24,2009,,,
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2009,,,
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2009,,,
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,106,2009,,,
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2,2009,,,
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2,2009,,,
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2009,,,
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,845,2009,,,
Andhra Pradesh,RAPE,1362,2010,,,
Arunachal Pradesh,RAPE,47,2010,,,
Assam,RAPE,1721,2010,,,
Bihar,RAPE,795,2010,,,
Chhattisgarh,RAPE,1012,2010,,,
Goa,RAPE,36,2010,,,
Gujarat,RAPE,408,2010,,,
Haryana,RAPE,720,2010,,,
Himachal Pradesh,RAPE,160,2010,,,
Jammu & Kashmir,RAPE,245,2010,,,
Jharkhand,RAPE,773,2010,,,
Karnataka,RAPE,586,2010,,,
Kerala,RAPE,634,2010,,,
Madhya Pradesh,RAPE,3135,2010,,,
Maharashtra,RAPE,1599,2010,,,
Manipur,RAPE,34,2010,,,
Meghalaya,RAPE,149,2010,,,
Mizoram,RAPE,92,2010,,,
Nagaland,RAPE,16,2010,,,
Odisha,RAPE,1025,2010,,,
Punjab,RAPE,546,2010,,,
Rajasthan,RAPE,1571,2010,,,
Sikkim,RAPE,18,2010,,,
Tamil Nadu,RAPE,686,2010,,,
Tripura,RAPE,238,2010,,,
Uttar Pradesh,RAPE,1563,2010,,,
Uttarakhand,RAPE,121,2010,,,
West Bengal,RAPE,2311,2010,,,
A&N Islands,RAPE,24,2010,,,
Chandigarh,RAPE,31,2010,,,
D&N Haveli,RAPE,3,2010,,,
Daman & Diu,RAPE,1,2010,,,
Delhi UT,RAPE,507,2010,,,
Lakshadweep,RAPE,0,2010,,,
Puducherry,RAPE,3,2010,,,
All India,RAPE,22172,2010,,,
Andhra Pradesh,RAPE,1531,2010,,,
Arunachal Pradesh,RAPE,46,2010,,,
Assam,RAPE,2767,2010,,,
Bihar,RAPE,2569,2010,,,
Chhattisgarh,RAPE,279,2010,,,
Goa,RAPE,18,2010,,,
Gujarat,RAPE,1290,2010,,,
Haryana,RAPE,714,2010,,,
Himachal Pradesh,RAPE,162,2010,,,
Jammu & Kashmir,RAPE,840,2010,,,
Jharkhand,RAPE,696,2010,,,
Karnataka,RAPE,586,2010,,,
Kerala,RAPE,184,2010,,,
Madhya Pradesh,RAPE,1030,2010,,,
Maharashtra,RAPE,1124,2010,,,
Manipur,RAPE,107,2010,,,
Meghalaya,RAPE,37,2010,,,
Mizoram,RAPE,0,2010,,,
Nagaland,RAPE,6,2010,,,
Odisha,RAPE,912,2010,,,
Punjab,RAPE,576,2010,,,
Rajasthan,KIDNAPPING & ABDUCTION,2477,2010,,,
Sikkim,KIDNAPPING & ABDUCTION,6,2010,,,
Tamil Nadu,KIDNAPPING & ABDUCTION,1464,2010,,,
Tripura,KIDNAPPING & ABDUCTION,91,2010,,,
Uttar Pradesh,KIDNAPPING & ABDUCTION,5468,2010,,,
Uttarakhand,KIDNAPPING & ABDUCTION,249,2010,,,
West Bengal,KIDNAPPING & ABDUCTION,2764,2010,,,
A&N Islands,KIDNAPPING & ABDUCTION,8,2010,,,
Chandigarh,KIDNAPPING & ABDUCTION,28,2010,,,
D&N Haveli,KIDNAPPING & ABDUCTION,10,2010,,,
Daman & Diu,KIDNAPPING & ABDUCTION,2,2010,,,
Delhi UT,KIDNAPPING & ABDUCTION,1740,2010,,,
Lakshadweep,KIDNAPPING & ABDUCTION,0,2010,,,
Puducherry,KIDNAPPING & ABDUCTION,14,2010,,,
ALL INDIA K&A,KIDNAPPING & ABDUCTION,29795,2010,,,
Andhra Pradesh,DOWRY DEATH,588,2010,,,
Arunachal Pradesh,DOWRY DEATH,0,2010,,,
Assam,DOWRY DEATH,175,2010,,,
Bihar,DOWRY DEATH,1257,2010,,,
Chhattisgarh,DOWRY DEATH,115,2010,,,
Goa,DOWRY DEATH,1,2010,,,
Gujarat,DOWRY DEATH,19,2010,,,
Haryana,DOWRY DEATH,284,2010,,,
Himachal Pradesh,DOWRY DEATH,2,2010,,,
Jammu & Kashmir,DOWRY DEATH,9,2010,,,
Jharkhand,DOWRY DEATH,276,2010,,,
Karnataka,DOWRY DEATH,248,2010,,,
Kerala,DOWRY DEATH,22,2010,,,
Madhya Pradesh,DOWRY DEATH,892,2010,,,
Maharashtra,DOWRY DEATH,393,2010,,,
Manipur,DOWRY DEATH,0,2010,,,
Meghalaya,DOWRY DEATH,0,2010,,,
Mizoram,DOWRY DEATH,0,2010,,,
Nagaland,DOWRY DEATH,0,2010,,,
Odisha,DOWRY DEATH,388,2010,,,
Punjab,DOWRY DEATH,121,2010,,,
Rajasthan,DOWRY DEATH,462,2010,,,
Sikkim,DOWRY DEATH,1,2010,,,
Tamil Nadu,DOWRY DEATH,165,2010,,,
Tripura,DOWRY DEATH,25,2010,,,
Uttar Pradesh,DOWRY DEATH,2217,2010,,,
Uttarakhand,DOWRY DEATH,75,2010,,,
West Bengal,DOWRY DEATH,507,2010,,,
A&N Islands,DOWRY DEATH,0,2010,,,
Chandigarh,DOWRY DEATH,5,2010,,,
D&N Haveli,DOWRY DEATH,0,2010,,,
Daman & Diu,DOWRY DEATH,0,2010,,,
Delhi UT,DOWRY DEATH,143,2010,,,
Lakshadweep,DOWRY DEATH,0,2010,,,
Puducherry,DOWRY DEATH,1,2010,,,
ALL INDIA ,DOWRY DEATH,8391,2010,,,
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,4634,2010,,,
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,84,2010,,,
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1400,2010,,,
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,534,2010,,,
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1706,2010,,,
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,36,2010,,,
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,668,2010,,,
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,476,2010,,,
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,350,2010,,,
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1038,2010,,,
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,245,2010,,,
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2544,2010,,,
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2936,2010,,,
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6646,2010,,,
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3661,2010,,,
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,31,2010,,,
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,48,2010,,,
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,75,2010,,,
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,13,2010,,,
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2905,2010,,,
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,349,2010,,,
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2339,2010,,,
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,11,2010,,,
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1405,2010,,,
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,376,2010,,,
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2793,2010,,,
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,125,2010,,,
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2465,2010,,,
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,31,2010,,,
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,29,2010,,,
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,11,2010,,,
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2,2010,,,
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,601,2010,,,
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,2010,,,
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,46,2010,,,
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,40613,2010,,,
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,4562,2010,,,
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,1,2010,,,
Assam,INSULT TO THE MODESTY OF WOMEN,20,2010,,,
Bihar,INSULT TO THE MODESTY OF WOMEN,16,2010,,,
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,182,2010,,,
Goa,INSULT TO THE MODESTY OF WOMEN,16,2010,,,
Gujarat,INSULT TO THE MODESTY OF WOMEN,110,2010,,,
Haryana,INSULT TO THE MODESTY OF WOMEN,580,2010,,,
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,78,2010,,,
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,262,2010,,,
Jharkhand,INSULT TO THE MODESTY OF WOMEN,16,2010,,,
Karnataka,INSULT TO THE MODESTY OF WOMEN,83,2010,,,
Kerala,INSULT TO THE MODESTY OF WOMEN,537,2010,,,
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,918,2010,,,
Maharashtra,INSULT TO THE MODESTY OF WOMEN,1180,2010,,,
Manipur,INSULT TO THE MODESTY OF WOMEN,0,2010,,,
Meghalaya,INSULT TO THE MODESTY OF WOMEN,0,2010,,,
Mizoram,INSULT TO THE MODESTY OF WOMEN,0,2010,,,
Nagaland,INSULT TO THE MODESTY OF WOMEN,3,2010,,,
Odisha,INSULT TO THE MODESTY OF WOMEN,232,2010,,,
Punjab,INSULT TO THE MODESTY OF WOMEN,38,2010,,,
Rajasthan,INSULT TO THE MODESTY OF WOMEN,23,2010,,,
Sikkim,INSULT TO THE MODESTY OF WOMEN,0,2010,,,
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,638,2010,,,
Tripura,INSULT TO THE MODESTY OF WOMEN,9,2010,,,
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,11,2010,,,
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,165,2010,,,
West Bengal,INSULT TO THE MODESTY OF WOMEN,163,2010,,,
A&N Islands,INSULT TO THE MODESTY OF WOMEN,10,2010,,,
Chandigarh,INSULT TO THE MODESTY OF WOMEN,4,2010,,,
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,2,2010,,,
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,0,2010,,,
Delhi UT,INSULT TO THE MODESTY OF WOMEN,80,2010,,,
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,0,2010,,,
Puducherry,INSULT TO THE MODESTY OF WOMEN,22,2010,,,
All India,INSULT TO THE MODESTY OF WOMEN,9961,2010,,,
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,12080,2010,,,
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,12,2010,,,
Assam,CRUELTY BY HUSBAND OR RELATIVES,5410,2010,,,
Bihar,CRUELTY BY HUSBAND OR RELATIVES,2271,2010,,,
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,861,2010,,,
Goa,CRUELTY BY HUSBAND OR RELATIVES,17,2010,,,
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,5600,2010,,,
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2720,2010,,,
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,275,2010,,,
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,211,2010,,,
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,650,2010,,,
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,3441,2010,,,
Kerala,CRUELTY BY HUSBAND OR RELATIVES,4797,2010,,,
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,3756,2010,,,
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,7434,2010,,,
Manipur,CRUELTY BY HUSBAND OR RELATIVES,18,2010,,,
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,24,2010,,,
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,3,2010,,,
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,1,2010,,,
Odisha,CRUELTY BY HUSBAND OR RELATIVES,2067,2010,,,
Punjab,CRUELTY BY HUSBAND OR RELATIVES,1163,2010,,,
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,11145,2010,,,
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,3,2010,,,
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,1570,2010,,,
Tripura,CRUELTY BY HUSBAND OR RELATIVES,937,2010,,,
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,7978,2010,,,
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,334,2010,,,
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,17796,2010,,,
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,9,2010,,,
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,41,2010,,,
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,3,2010,,,
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,3,2010,,,
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,1404,2010,,,
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,0,2010,,,
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,7,2010,,,
All India,CRUELTY BY HUSBAND OR RELATIVES,94041,2010,,,
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,548,2010,,,
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,0,2010,,,
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,25,2010,,,
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,24,2010,,,
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,12,2010,,,
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,16,2010,,,
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,46,2010,,,
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,57,2010,,,
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,1,2010,,,
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,4,2010,,,
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,13,2010,,,
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,242,2010,,,
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,309,2010,,,
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,19,2010,,,
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,306,2010,,,
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,0,2010,,,
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,3,2010,,,
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,0,2010,,,
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,2,2010,,,
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,25,2010,,,
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,59,2010,,,
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,82,2010,,,
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,3,2010,,,
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,567,2010,,,
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,1,2010,,,
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,23,2010,,,
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,4,2010,,,
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,56,2010,,,
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,3,2010,,,
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,3,2010,,,
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,1,2010,,,
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,6,2010,,,
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,28,2010,,,
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,0,2010,,,
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,11,2010,,,
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2499,2010,,,
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,753,2010,,,
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2010,,,
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,6,2010,,,
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,37,2010,,,
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,80,2010,,,
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,14,2010,,,
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2010,,,
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2,2010,,,
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2010,,,
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2010,,,
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,895,2010,,,
Andhra Pradesh,RAPE,1442,2011,,,
Arunachal Pradesh,RAPE,42,2011,,,
Assam,RAPE,1700,2011,,,
Bihar,RAPE,934,2011,,,
Chhattisgarh,RAPE,1053,2011,,,
Goa,RAPE,29,2011,,,
Gujarat,RAPE,439,2011,,,
Haryana,RAPE,733,2011,,,
Himachal Pradesh,RAPE,168,2011,,,
Jammu & Kashmir,RAPE,277,2011,,,
Jharkhand,RAPE,784,2011,,,
Karnataka,RAPE,636,2011,,,
Kerala,RAPE,1132,2011,,,
Madhya Pradesh,RAPE,3406,2011,,,
Maharashtra,RAPE,1701,2011,,,
Manipur,RAPE,53,2011,,,
Meghalaya,RAPE,130,2011,,,
Mizoram,RAPE,77,2011,,,
Nagaland,RAPE,23,2011,,,
Odisha,RAPE,1112,2011,,,
Punjab,RAPE,479,2011,,,
Rajasthan,RAPE,1800,2011,,,
Sikkim,RAPE,16,2011,,,
Tamil Nadu,RAPE,677,2011,,,
Tripura,RAPE,205,2011,,,
Uttar Pradesh,RAPE,2042,2011,,,
Uttarakhand,RAPE,129,2011,,,
West Bengal,RAPE,2363,2011,,,
A&N Islands,RAPE,13,2011,,,
Chandigarh,RAPE,27,2011,,,
D&N Haveli,RAPE,4,2011,,,
Daman & Diu,RAPE,1,2011,,,
Delhi UT,RAPE,572,2011,,,
Lakshadweep,RAPE,0,2011,,,
